Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
Product Development Manager,"Tucson, AZ","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",101228,117149,134636,154894,173339
Product Development Manager,"Fresno, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",106882,123692,142155,163545,183019
Product Development Manager,"Mesa, AZ","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",105388,121963,140169,161260,180462
Product Development Manager,"Sacramento, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",115308,133444,153363,176439,197449
Product Development Manager,"Atlanta, GA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",104428,120852,138892,159791,178818
Product Development Manager,"Kansas City, MO","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",104428,120852,138892,159791,178818
Product Development Manager,"Colorado Springs, CO","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",106135,122828,141162,162402,181741
Product Development Manager,"Omaha, NE","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",101442,117396,134920,155221,173704
Product Development Manager,"Raleigh, NC","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",104002,120359,138325,159138,178088
Product Development Manager,"Miami, FL","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",102935,119124,136906,157506,176261
Product Development Manager,"Long Beach, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",117975,136530,156910,180520,202015
Product Development Manager,"Virginia Beach, VA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",101975,118013,135629,156037,174617
Product Development Manager,"Oakland, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",130135,150603,173083,199127,222838
Product Development Manager,"Minneapolis, MN","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",113175,130975,150526,173175,193796
Product Development Manager,"Tulsa, OK","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",100908,116779,134210,154405,172791
Product Development Manager,"Tampa, FL","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",101122,117026,134494,154731,173156
Product Development Manager,"Arlington, TX","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",103788,120112,138041,158812,177722
Product Development Manager,"New Orleans, LA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",102935,119124,136906,157506,176261
Product Development Manager,"Wichita, KS","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",99628,115297,132508,152446,170599
Product Development Manager,"Bakersfield, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",113175,130975,150526,173175,193796
Product Development Manager,"Cleveland, OH","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",104748,121223,139318,160281,179366
Product Development Manager,"Aurora, CO","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",108588,125667,144425,166156,185942
Product Development Manager,"Anaheim, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",118295,136900,157335,181009,202563
Product Development Manager,"Honolulu, HI","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",110935,128383,147546,169747,189960
Product Development Manager,"Santa Ana, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",118082,136653,157052,180683,202198
Product Development Manager,"Riverside, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",113388,131222,150809,173501,194161
Product Development Manager,"Corpus Christi, TX","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",100162,115915,133217,153262,171512
Product Development Manager,"Lexington, KY","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",99201,114804,131940,151793,169868
Product Development Manager,"Henderson, NV","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",107308,124185,142723,164198,183750
Product Development Manager,"Stockton, CA","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",114348,132333,152086,174970,195805
Product Development Manager,"Saint Paul, MN","Product Development Manager manages the staff, resources, and processes required to implement the vision and strategy for new product development and product lifecycle management of existing products. Incorporates research and concept development projects and capabilities with market analysis, industry intelligence, and customer monitoring to support product roadmaps and innovate new products, enhancements, and redesigns. Being a Product Development Manager coordinates with internal stakeholders, including marketing, sales, and manufacturing, to ensure that new and existing products meet development targets and support the organization&#39;s financial goals. Develops teams with the knowledge and expertise to fulfill product development objectives. Additionally, Product Development Manager typically requires a bachelor&#39;s degree. Typically reports to a director. The Product Development Manager manages subordinate staff in the day-to-day performance of their jobs. True first level manager. Ensures that project/department milestones/goals are met and adhering to approved budgets. Has full authority for personnel actions. To be a Product Development Manager typically requires 5 years experience in the related area as an individual contributor. 1 - 3 years supervisory experience may be required. Extensive knowledge of the function and department processes.",113175,130975,150526,173175,193796
